id	source_file	line	routine	container	english
"message.1actions.ROB-MAZE.1926.01"	"1actions.zil"	"1926"	"ROB-MAZE"	"TELL"	"You hear, off in the distance, someone saying ""My, I wonder what\nthis fine "
"message.1actions.ROB-MAZE.1927.01"	"1actions.zil"	"1927"	"ROB-MAZE"	"TELL"	" is doing here."""
"message.1actions.ROBBER-FUNCTION.1949.01"	"1actions.zil"	"1949"	"ROBBER-FUNCTION"	"TELL"	"The thief is a strong, silent type."
"message.1actions.ROBBER-FUNCTION.1955.01"	"1actions.zil"	"1955"	"ROBBER-FUNCTION"	"TELL"	"The thief, being temporarily incapacitated, is unable to acknowledge\nyour greeting with his usual graciousness."
"message.1actions.ROBBER-FUNCTION.1963.01"	"1actions.zil"	"1963"	"ROBBER-FUNCTION"	"TELL"	"You evidently frightened the robber, though you didn't hit him. He\nflees"
"message.1actions.ROBBER-FUNCTION.1973.01"	"1actions.zil"	"1973"	"ROBBER-FUNCTION"	"TELL"	", but the contents of his bag fall on the floor."
"message.1actions.ROBBER-FUNCTION.1975.01"	"1actions.zil"	"1975"	"ROBBER-FUNCTION"	"TELL"	"."
"message.1actions.ROBBER-FUNCTION.1982.01"	"1actions.zil"	"1982"	"ROBBER-FUNCTION"	"TELL"	"You missed. The thief makes no attempt to take the knife, though it\nwould be a fine addition to the collection in his bag. He does seem\nangered by your attempt."
"message.1actions.ROBBER-FUNCTION.1998.01"	"1actions.zil"	"1998"	"ROBBER-FUNCTION"	"TELL"	"Your proposed victim suddenly recovers consciousness."
"message.1actions.ROBBER-FUNCTION.2007.01"	"1actions.zil"	"2007"	"ROBBER-FUNCTION"	"TELL"	"The thief is taken aback by your unexpected generosity, but accepts\nthe "
"message.1actions.ROBBER-FUNCTION.2008.01"	"1actions.zil"	"2008"	"ROBBER-FUNCTION"	"TELL"	" and stops to admire its beauty."
"message.1actions.ROBBER-FUNCTION.2011.01"	"1actions.zil"	"2011"	"ROBBER-FUNCTION"	"TELL"	"The thief places the "
"message.1actions.ROBBER-FUNCTION.2011.02"	"1actions.zil"	"2011"	"ROBBER-FUNCTION"	"TELL"	" in his bag and thanks\nyou politely."
"message.1actions.ROBBER-FUNCTION.2015.01"	"1actions.zil"	"2015"	"ROBBER-FUNCTION"	"TELL"	"Once you got him, what would you do with him?"
"message.1actions.ROBBER-FUNCTION.2018.01"	"1actions.zil"	"2018"	"ROBBER-FUNCTION"	"TELL"	"The thief is a slippery character with beady eyes that flit back\nand forth. He carries, along with an unmistakable arrogance, a large bag\nover his shoulder and a vicious stiletto, whose blade is aimed\nmenacingly in your direction. I'd watch out if I were you."
"message.1actions.ROBBER-FUNCTION.2024.01"	"1actions.zil"	"2024"	"ROBBER-FUNCTION"	"TELL"	"The thief says nothing, as you have not been formally introduced."
"message.1actions.ROBBER-FUNCTION.2032.01"	"1actions.zil"	"2032"	"ROBBER-FUNCTION"	"TELL"	"The robber, somewhat surprised at this turn of events, nimbly\nretrieves his stiletto."
"message.1actions.ROBBER-FUNCTION.2044.01"	"1actions.zil"	"2044"	"ROBBER-FUNCTION"	"TELL"	"The chalice is now safe to take."
"message.1actions.ROBBER-FUNCTION.2051.01"	"1actions.zil"	"2051"	"ROBBER-FUNCTION"	"TELL"	"As the thief dies, the power of his magic decreases, and his\ntreasures reappear:"
"message.1actions.ROBBER-FUNCTION.2053.01"	"1actions.zil"	"2053"	"ROBBER-FUNCTION"	"TELL"	"  A "
"message.1actions.ROBBER-FUNCTION.2056.01"	"1actions.zil"	"2056"	"ROBBER-FUNCTION"	"TELL"	", with "
"message.1actions.ROBBER-FUNCTION.2061.01"	"1actions.zil"	"2061"	"ROBBER-FUNCTION"	"TELL"	"His booty remains."
"message.1actions.ROBBER-FUNCTION.2080.01"	"1actions.zil"	"2080"	"ROBBER-FUNCTION"	"TELL"	"The robber revives, briefly feigning continued unconsciousness, and,\nwhen he sees his moment, scrambles away from you."
"message.1actions.ROBBER-C-DESC.2087.01"	"1actions.zil"	"2087"	"ROBBER-C-DESC"	"GLOBAL"	"There is a suspicious-looking individual, holding a bag, leaning\nagainst one wall. He is armed with a vicious-looking stiletto."
"message.1actions.ROBBER-U-DESC.2091.01"	"1actions.zil"	"2091"	"ROBBER-U-DESC"	"GLOBAL"	"There is a suspicious-looking individual lying unconscious on the\nground."
"message.1actions.LARGE-BAG-F.2098.01"	"1actions.zil"	"2098"	"LARGE-BAG-F"	"TELL"	"Sadly for you, the robber collapsed on top of the bag. Trying to take\nit would wake him."
"message.1actions.LARGE-BAG-F.2102.01"	"1actions.zil"	"2102"	"LARGE-BAG-F"	"TELL"	"The bag will be taken over his dead body."
"message.1actions.LARGE-BAG-F.2105.01"	"1actions.zil"	"2105"	"LARGE-BAG-F"	"TELL"	"It would be a good trick."
"message.1actions.LARGE-BAG-F.2108.01"	"1actions.zil"	"2108"	"LARGE-BAG-F"	"TELL"	"Getting close enough would be a good trick."
"message.1actions.LARGE-BAG-F.2111.01"	"1actions.zil"	"2111"	"LARGE-BAG-F"	"TELL"	"The bag is underneath the thief, so one can't say what, if anything, is\ninside."
"message.1actions.CHALICE-FCN.2132.01"	"1actions.zil"	"2132"	"CHALICE-FCN"	"TELL"	"You'd be stabbed in the back first."
"message.1actions.CHALICE-FCN.2135.01"	"1actions.zil"	"2135"	"CHALICE-FCN"	"TELL"	"You can't. It's not a very good chalice, is it?"
"message.1actions.TREASURE-ROOM-FCN.2144.01"	"1actions.zil"	"2144"	"TREASURE-ROOM-FCN"	"TELL"	"You hear a scream of anguish as you violate the robber's hideaway.\nUsing passages unknown to you, he rushes to its defense."
"message.1actions.THIEF-IN-TREASURE.2155.01"	"1actions.zil"	"2155"	"THIEF-IN-TREASURE"	"TELL"	"The thief gestures mysteriously, and the treasures in the room\nsuddenly vanish."
"message.1actions.FRONT-DOOR-FCN.2165.01"	"1actions.zil"	"2165"	"FRONT-DOOR-FCN"	"TELL"	"The door cannot be opened."
"message.1actions.FRONT-DOOR-FCN.2168.01"	"1actions.zil"	"2168"	"FRONT-DOOR-FCN"	"TELL"	"You cannot burn this door."
"message.1actions.FRONT-DOOR-FCN.2170.01"	"1actions.zil"	"2170"	"FRONT-DOOR-FCN"	"TELL"	"You can't seem to damage the door."
"message.1actions.FRONT-DOOR-FCN.2172.01"	"1actions.zil"	"2172"	"FRONT-DOOR-FCN"	"TELL"	"It won't open."
"message.1actions.BODY-FUNCTION.2180.01"	"1actions.zil"	"2180"	"BODY-FUNCTION"	"TELL"	"A force keeps you from taking the bodies."
"message.1actions.BODY-FUNCTION.2183.01"	"1actions.zil"	"2183"	"BODY-FUNCTION"	"JIGS-UP"	"The voice of the guardian of the dungeon booms out from the darkness,\n""Your disrespect costs you your life!"" and places your head on a sharp\npole."
"message.1actions.BLACK-BOOK.2189.01"	"1actions.zil"	"2189"	"BLACK-BOOK"	"TELL"	"The book is already open to page 569."
"message.1actions.BLACK-BOOK.2191.01"	"1actions.zil"	"2191"	"BLACK-BOOK"	"TELL"	"As hard as you try, the book cannot be closed."
"message.1actions.BLACK-BOOK.2197.01"	"1actions.zil"	"2197"	"BLACK-BOOK"	"TELL"	"Beside page 569, there is only one other page with any legible printing on\nit. Most of it is unreadable, but the subject seems to be the banishment of\nevil. Apparently, certain noises, lights, and prayers are efficacious in this\nregard."
"message.1actions.BLACK-BOOK.2204.01"	"1actions.zil"	"2204"	"BLACK-BOOK"	"JIGS-UP"	"A booming voice says ""Wrong, cretin!"" and you notice that you have\nturned into a pile of dust. How, I can't imagine."
"message.1actions.PAINTING-FCN.2211.01"	"1actions.zil"	"2211"	"PAINTING-FCN"	"PUTP"	"There is a worthless piece of canvas here."
"message.1actions.PAINTING-FCN.2213.01"	"1actions.zil"	"2213"	"PAINTING-FCN"	"TELL"	"Congratulations! Unlike the other vandals, who merely stole the\nartist's masterpieces, you have destroyed one."
"message.1actions.LAMP-TABLE.2223.01"	"1actions.zil"	"2223"	"LAMP-TABLE"	"TABLE"	"The lamp appears a bit dimmer."
"message.1actions.LAMP-TABLE.2225.01"	"1actions.zil"	"2225"	"LAMP-TABLE"	"TABLE"	"The lamp is definitely dimmer now."
"message.1actions.LAMP-TABLE.2227.01"	"1actions.zil"	"2227"	"LAMP-TABLE"	"TABLE"	"The lamp is nearly out."
"message.1actions.LANTERN.2233.01"	"1actions.zil"	"2233"	"LANTERN"	"TELL"	"The lamp has smashed into the floor, and the light has gone out."
"message.1actions.LANTERN.2239.01"	"1actions.zil"	"2239"	"LANTERN"	"TELL"	"A burned-out lamp won't light."
"message.1actions.LANTERN.2245.01"	"1actions.zil"	"2245"	"LANTERN"	"TELL"	"The lamp has already burned out."
"message.1actions.LANTERN.2250.01"	"1actions.zil"	"2250"	"LANTERN"	"TELL"	"The lamp "
"message.1actions.LANTERN.2252.01"	"1actions.zil"	"2252"	"LANTERN"	"TELL"	"has burned out."
"message.1actions.LANTERN.2254.01"	"1actions.zil"	"2254"	"LANTERN"	"TELL"	"is on."
"message.1actions.LANTERN.2256.01"	"1actions.zil"	"2256"	"LANTERN"	"TELL"	"is turned off."
"message.1actions.MAILBOX-F.2261.01"	"1actions.zil"	"2261"	"MAILBOX-F"	"TELL"	"It is securely anchored."
"message.1actions.MATCH-FUNCTION.2271.01"	"1actions.zil"	"2271"	"MATCH-FUNCTION"	"TELL"	"I'm afraid that you have run out of matches."
"message.1actions.MATCH-FUNCTION.2274.01"	"1actions.zil"	"2274"	"MATCH-FUNCTION"	"TELL"	"This room is drafty, and the match goes out instantly."
"message.1actions.MATCH-FUNCTION.2279.01"	"1actions.zil"	"2279"	"MATCH-FUNCTION"	"TELL"	"One of the matches starts to burn."
"message.1actions.MATCH-FUNCTION.2285.01"	"1actions.zil"	"2285"	"MATCH-FUNCTION"	"TELL"	"The match is out."
"message.1actions.MATCH-FUNCTION.2289.01"	"1actions.zil"	"2289"	"MATCH-FUNCTION"	"TELL"	"It's pitch black in here!"
"message.1actions.MATCH-FUNCTION.2293.01"	"1actions.zil"	"2293"	"MATCH-FUNCTION"	"TELL"	"You have "
"message.1actions.MATCH-FUNCTION.2295.01"	"1actions.zil"	"2295"	"MATCH-FUNCTION"	"TELL"	"no"
"message.1actions.MATCH-FUNCTION.2297.01"	"1actions.zil"	"2297"	"MATCH-FUNCTION"	"TELL"	" match"
"message.1actions.MATCH-FUNCTION.2298.01"	"1actions.zil"	"2298"	"MATCH-FUNCTION"	"TELL"	"es."
"message.1actions.MATCH-FUNCTION.2298.02"	"1actions.zil"	"2298"	"MATCH-FUNCTION"	"TELL"	"."
"message.1actions.MATCH-FUNCTION.2302.01"	"1actions.zil"	"2302"	"MATCH-FUNCTION"	"TELL"	"The match is burning."
"message.1actions.MATCH-FUNCTION.2305.01"	"1actions.zil"	"2305"	"MATCH-FUNCTION"	"TELL"	"The matchbook isn't very interesting, except for what's written on it."
"message.1actions.I-MATCH.2309.01"	"1actions.zil"	"2309"	"I-MATCH"	"TELL"	"The match has gone out."
"message.1actions.LIGHT-INT.2335.01"	"1actions.zil"	"2335"	"LIGHT-INT"	"TELL"	"You'd better have more light than from the "
"message.1actions.LIGHT-INT.2335.02"	"1actions.zil"	"2335"	"LIGHT-INT"	"TELL"	"."
"message.1actions.CANDLES-FCN.2351.01"	"1actions.zil"	"2351"	"CANDLES-FCN"	"TELL"	"Alas, there's not much left of the candles. Certainly not enough to\nburn."
"message.1actions.CANDLES-FCN.2355.01"	"1actions.zil"	"2355"	"CANDLES-FCN"	"TELL"	"(with the match)"
"message.1actions.CANDLES-FCN.2360.01"	"1actions.zil"	"2360"	"CANDLES-FCN"	"TELL"	"You should say what to light them with."
"message.1actions.CANDLES-FCN.2364.01"	"1actions.zil"	"2364"	"CANDLES-FCN"	"TELL"	"The candles are "
"message.1actions.CANDLES-FCN.2366.01"	"1actions.zil"	"2366"	"CANDLES-FCN"	"TELL"	"already lit."
"message.1actions.CANDLES-FCN.2369.01"	"1actions.zil"	"2369"	"CANDLES-FCN"	"TELL"	"lit."
"message.1actions.CANDLES-FCN.2374.01"	"1actions.zil"	"2374"	"CANDLES-FCN"	"TELL"	"You realize, just in time, that the candles are already lighted."
"message.1actions.CANDLES-FCN.2377.01"	"1actions.zil"	"2377"	"CANDLES-FCN"	"TELL"	"The heat from the torch is so intense that the candles are vaporized."
"message.1actions.CANDLES-FCN.2381.01"	"1actions.zil"	"2381"	"CANDLES-FCN"	"TELL"	"You have to light them with something that's burning, you know."
"message.1actions.CANDLES-FCN.2384.01"	"1actions.zil"	"2384"	"CANDLES-FCN"	"TELL"	"Let's see, how many objects in a pair? Don't tell me, I'll get it."
"message.1actions.CANDLES-FCN.2388.01"	"1actions.zil"	"2388"	"CANDLES-FCN"	"TELL"	"The flame is extinguished."
"message.1actions.CANDLES-FCN.2393.01"	"1actions.zil"	"2393"	"CANDLES-FCN"	"TELL"	" It's really dark in here...."
"message.1actions.CANDLES-FCN.2396.01"	"1actions.zil"	"2396"	"CANDLES-FCN"	"TELL"	"The candles are not lighted."
"message.1actions.CANDLES-FCN.2398.01"	"1actions.zil"	"2398"	"CANDLES-FCN"	"TELL"	"That wouldn't be smart."
"message.1actions.CANDLES-FCN.2400.01"	"1actions.zil"	"2400"	"CANDLES-FCN"	"TELL"	"The candles are "
"message.1actions.CANDLES-FCN.2402.01"	"1actions.zil"	"2402"	"CANDLES-FCN"	"TELL"	"burning."
"message.1actions.CANDLES-FCN.2403.01"	"1actions.zil"	"2403"	"CANDLES-FCN"	"TELL"	"out."
"message.1actions.CANDLE-TABLE.2409.01"	"1actions.zil"	"2409"	"CANDLE-TABLE"	"TABLE"	"The candles grow shorter."
"message.1actions.CANDLE-TABLE.2411.01"	"1actions.zil"	"2411"	"CANDLE-TABLE"	"TABLE"	"The candles are becoming quite short."
"message.1actions.CANDLE-TABLE.2413.01"	"1actions.zil"	"2413"	"CANDLE-TABLE"	"TABLE"	"The candles won't last long now."
"message.1actions.CAVE2-ROOM.2424.01"	"1actions.zil"	"2424"	"CAVE2-ROOM"	"TELL"	"A gust of wind blows out your candles!"
"message.1actions.CAVE2-ROOM.2426.01"	"1actions.zil"	"2426"	"CAVE2-ROOM"	"TELL"	"It is now completely dark."
"message.1actions.SWORD-FCN.2439.01"	"1actions.zil"	"2439"	"SWORD-FCN"	"TELL"	"Your sword is glowing with a faint blue glow."
"message.1actions.SWORD-FCN.2442.01"	"1actions.zil"	"2442"	"SWORD-FCN"	"TELL"	"Your sword is glowing very brightly."
"message.1actions.BOOM-ROOM.2460.01"	"1actions.zil"	"2460"	"BOOM-ROOM"	"TELL"	"How sad for an aspiring adventurer to light a "
"message.1actions.BOOM-ROOM.2460.02"	"1actions.zil"	"2460"	"BOOM-ROOM"	"TELL"	" in a room which\nreeks of gas. Fortunately, there is justice in the world."
"message.1actions.BOOM-ROOM.2464.01"	"1actions.zil"	"2464"	"BOOM-ROOM"	"TELL"	"Oh dear. It appears that the smell coming from this room was coal gas.\nI would have thought twice about carrying flaming objects in here."
"message.1actions.BOOM-ROOM.2466.01"	"1actions.zil"	"2466"	"BOOM-ROOM"	"JIGS-UP"	"|\n      ** BOOOOOOOOOOOM **"
"message.1actions.BAT-D.2472.01"	"1actions.zil"	"2472"	"BAT-D"	"TELL"	"In the corner of the room on the ceiling is a large vampire bat who\nis obviously deranged and holding his nose."
"message.1actions.BAT-D.2476.01"	"1actions.zil"	"2476"	"BAT-D"	"TELL"	"A large vampire bat, hanging from the ceiling, swoops down at you!"
"message.1actions.BATS-ROOM.2481.01"	"1actions.zil"	"2481"	"BATS-ROOM"	"TELL"	"You are in a small room which has doors only to the east and south."
"message.1actions.MACHINE-ROOM-FCN.2491.01"	"1actions.zil"	"2491"	"MACHINE-ROOM-FCN"	"TELL"	"This is a large, cold room whose sole exit is to the north. In one\ncorner there is a machine which is reminiscent of a clothes\ndryer. On its face is a switch which is labelled ""START"".\nThe switch does not appear to be manipulable by any human hand (unless the\nfingers are about 1/16 by 1/4 inch). On the front of the machine is a large\nlid, which is "
"message.1actions.MACHINE-ROOM-FCN.2498.01"	"1actions.zil"	"2498"	"MACHINE-ROOM-FCN"	"TELL"	"open."
"message.1actions.MACHINE-ROOM-FCN.2499.01"	"1actions.zil"	"2499"	"MACHINE-ROOM-FCN"	"TELL"	"closed."
"message.1actions.MACHINE-F.2504.01"	"1actions.zil"	"2504"	"MACHINE-F"	"TELL"	"It is far too large to carry."
"message.1actions.MACHINE-F.2509.01"	"1actions.zil"	"2509"	"MACHINE-F"	"TELL"	"The lid opens, revealing "
"message.1actions.MACHINE-F.2511.01"	"1actions.zil"	"2511"	"MACHINE-F"	"TELL"	"."
"message.1actions.MACHINE-F.2514.01"	"1actions.zil"	"2514"	"MACHINE-F"	"TELL"	"The lid opens."
"message.1actions.MACHINE-F.2518.01"	"1actions.zil"	"2518"	"MACHINE-F"	"TELL"	"The lid closes."
"message.1actions.MACHINE-F.2526.01"	"1actions.zil"	"2526"	"MACHINE-F"	"TELL"	"It's not clear how to turn it on with your bare hands."
"message.1actions.MSWITCH-FUNCTION.2536.01"	"1actions.zil"	"2536"	"MSWITCH-FUNCTION"	"TELL"	"The machine doesn't seem to want to do anything."
"message.1actions.MSWITCH-FUNCTION.2538.01"	"1actions.zil"	"2538"	"MSWITCH-FUNCTION"	"TELL"	"The machine comes to life (figuratively) with a dazzling display of\ncolored lights and bizarre noises. After a few moments, the\nexcitement abates."
"message.1actions.MSWITCH-FUNCTION.2551.01"	"1actions.zil"	"2551"	"MSWITCH-FUNCTION"	"TELL"	"It seems that a "
"message.1actions.MSWITCH-FUNCTION.2551.02"	"1actions.zil"	"2551"	"MSWITCH-FUNCTION"	"TELL"	" won't do."
"message.1actions.GUNK-FUNCTION.2556.01"	"1actions.zil"	"2556"	"GUNK-FUNCTION"	"TELL"	"The slag was rather insubstantial, and crumbles into dust at your touch."
"message.1actions.SCEPTRE-FUNCTION.2599.01"	"1actions.zil"	"2599"	"SCEPTRE-FUNCTION"	"TELL"	"Suddenly, the rainbow appears to become solid and, I venture,\nwalkable (I think the giveaway was the stairs and bannister)."
"message.1actions.SCEPTRE-FUNCTION.2604.01"	"1actions.zil"	"2604"	"SCEPTRE-FUNCTION"	"TELL"	"A shimmering pot of gold appears at the end of the rainbow."
"message.1actions.SCEPTRE-FUNCTION.2609.01"	"1actions.zil"	"2609"	"SCEPTRE-FUNCTION"	"TELL"	"The rainbow seems to have become somewhat run-of-the-mill."
"message.1actions.SCEPTRE-FUNCTION.2615.01"	"1actions.zil"	"2615"	"SCEPTRE-FUNCTION"	"JIGS-UP"	"The structural integrity of the rainbow is severely compromised,\nleaving you hanging in midair, supported only by water vapor. Bye."
"message.1actions.SCEPTRE-FUNCTION.2619.01"	"1actions.zil"	"2619"	"SCEPTRE-FUNCTION"	"TELL"	"A dazzling display of color briefly emanates from the sceptre."
"message.1actions.FALLS-ROOM.2624.01"	"1actions.zil"	"2624"	"FALLS-ROOM"	"TELL"	"You are at the top of Aragain Falls, an enormous waterfall with a\ndrop of about 450 feet. The only path here is on the north end."
"message.1actions.FALLS-ROOM.2628.01"	"1actions.zil"	"2628"	"FALLS-ROOM"	"TELL"	"A solid rainbow spans the falls."
"message.1actions.FALLS-ROOM.2631.01"	"1actions.zil"	"2631"	"FALLS-ROOM"	"TELL"	"A beautiful rainbow can be seen over the falls and to the west."
"message.1actions.RAINBOW-FCN.2637.01"	"1actions.zil"	"2637"	"RAINBOW-FCN"	"TELL"	"From here?!?"
"message.1actions.RAINBOW-FCN.2645.01"	"1actions.zil"	"2645"	"RAINBOW-FCN"	"TELL"	"You'll have to say which way..."
"message.1actions.RAINBOW-FCN.2647.01"	"1actions.zil"	"2647"	"RAINBOW-FCN"	"TELL"	"Can you walk on water vapor?"
"message.1actions.RAINBOW-FCN.2650.01"	"1actions.zil"	"2650"	"RAINBOW-FCN"	"TELL"	"The Frigid River flows under the rainbow."
"message.1actions.DBOAT-FUNCTION.2658.01"	"1actions.zil"	"2658"	"DBOAT-FUNCTION"	"TELL"	"No chance. Some moron punctured it."
"message.1actions.FIX-BOAT.2665.01"	"1actions.zil"	"2665"	"FIX-BOAT"	"TELL"	"Well done. The boat is repaired."
"message.1actions.RIVER-FUNCTION.2674.01"	"1actions.zil"	"2674"	"RIVER-FUNCTION"	"JIGS-UP"	"You splash around for a while, fighting the current, then you drown."
"message.1actions.RIVER-FUNCTION.2677.01"	"1actions.zil"	"2677"	"RIVER-FUNCTION"	"TELL"	"You should get in the boat then launch it."
"message.1actions.RIVER-FUNCTION.2681.01"	"1actions.zil"	"2681"	"RIVER-FUNCTION"	"TELL"	"The "
"message.1actions.RIVER-FUNCTION.2681.02"	"1actions.zil"	"2681"	"RIVER-FUNCTION"	"TELL"	" floats for a moment, then sinks."
"message.1actions.RIVER-FUNCTION.2685.01"	"1actions.zil"	"2685"	"RIVER-FUNCTION"	"TELL"	"The "
"message.1actions.RIVER-FUNCTION.2685.02"	"1actions.zil"	"2685"	"RIVER-FUNCTION"	"TELL"	" splashes into the water and is gone forever."
"message.1actions.RIVER-FUNCTION.2688.01"	"1actions.zil"	"2688"	"RIVER-FUNCTION"	"TELL"	"A look before leaping reveals that the river is wide and dangerous,\nwith swift currents and large, half-hidden rocks. You decide to forgo your\nswim."
"message.1actions.I-RIVER.2713.01"	"1actions.zil"	"2713"	"I-RIVER"	"TELL"	"The flow of the river carries you downstream."
"message.1actions.I-RIVER.2718.01"	"1actions.zil"	"2718"	"I-RIVER"	"JIGS-UP"	"Unfortunately, the magic boat doesn't provide protection from\nthe rocks and boulders one meets at the bottom of waterfalls.\nIncluding this one."
"message.1actions.RBOAT-FUNCTION.2736.01"	"1actions.zil"	"2736"	"RBOAT-FUNCTION"	"TELL"	"Read the label for the boat's instructions."
"message.1actions.RBOAT-FUNCTION.2742.01"	"1actions.zil"	"2742"	"RBOAT-FUNCTION"	"TELL"	"You are on the "
"message.1actions.RBOAT-FUNCTION.2744.01"	"1actions.zil"	"2744"	"RBOAT-FUNCTION"	"TELL"	"reservoir"
"message.1actions.RBOAT-FUNCTION.2746.01"	"1actions.zil"	"2746"	"RBOAT-FUNCTION"	"TELL"	"stream"
"message.1actions.RBOAT-FUNCTION.2747.01"	"1actions.zil"	"2747"	"RBOAT-FUNCTION"	"TELL"	"river"
"message.1actions.RBOAT-FUNCTION.2748.01"	"1actions.zil"	"2748"	"RBOAT-FUNCTION"	"TELL"	", or have you forgotten?"
"message.1actions.RBOAT-FUNCTION.2753.01"	"1actions.zil"	"2753"	"RBOAT-FUNCTION"	"TELL"	"You can't launch it here."
"message.1actions.RBOAT-FUNCTION.2768.01"	"1actions.zil"	"2768"	"RBOAT-FUNCTION"	"TELL"	"It seems that the "
"message.1actions.RBOAT-FUNCTION.2771.01"	"1actions.zil"	"2771"	"RBOAT-FUNCTION"	"TELL"	" didn't agree with the boat, as evidenced\nby the loud hissing noise issuing therefrom. With a pathetic sputter, the\nboat deflates, leaving you without."
"message.1actions.RBOAT-FUNCTION.2778.01"	"1actions.zil"	"2778"	"RBOAT-FUNCTION"	"JIGS-UP"	"Another pathetic sputter, this time from you, heralds your drowning."
"message.1actions.RBOAT-FUNCTION.2781.01"	"1actions.zil"	"2781"	"RBOAT-FUNCTION"	"JIGS-UP"	"In other words, fighting the fierce currents of the Frigid River. You\nmanage to hold your own for a bit, but then you are carried over a\nwaterfall and into some nasty rocks. Ouch!"
"message.1actions.RBOAT-FUNCTION.2786.01"	"1actions.zil"	"2786"	"RBOAT-FUNCTION"	"TELL"	"You're not in the boat!"
"message.1actions.RBOAT-FUNCTION.2795.01"	"1actions.zil"	"2795"	"RBOAT-FUNCTION"	"TELL"	"Oops! Something sharp seems to have slipped and punctured the boat.\nThe boat deflates to the sounds of hissing, sputtering, and cursing."
"message.1actions.RBOAT-FUNCTION.2802.01"	"1actions.zil"	"2802"	"RBOAT-FUNCTION"	"TELL"	"Inflating it further would probably burst it."
"message.1actions.RBOAT-FUNCTION.2806.01"	"1actions.zil"	"2806"	"RBOAT-FUNCTION"	"TELL"	"You can't deflate the boat while you're in it."
"message.1actions.RBOAT-FUNCTION.2809.01"	"1actions.zil"	"2809"	"RBOAT-FUNCTION"	"TELL"	"The boat must be on the ground to be deflated."
"message.1actions.RBOAT-FUNCTION.2811.01"	"1actions.zil"	"2811"	"RBOAT-FUNCTION"	"TELL"	"The boat deflates."
"message.1actions.IBOAT-FUNCTION.2824.01"	"1actions.zil"	"2824"	"IBOAT-FUNCTION"	"TELL"	"The boat must be on the ground to be inflated."
"message.1actions.IBOAT-FUNCTION.2827.01"	"1actions.zil"	"2827"	"IBOAT-FUNCTION"	"TELL"	"The boat inflates and appears seaworthy."
"message.1actions.IBOAT-FUNCTION.2830.01"	"1actions.zil"	"2830"	"IBOAT-FUNCTION"	"TELL"	"A tan label is lying inside the boat."
"message.1actions.IBOAT-FUNCTION.2837.01"	"1actions.zil"	"2837"	"IBOAT-FUNCTION"	"TELL"	"You don't have enough lung power to inflate it."
"message.1actions.IBOAT-FUNCTION.2840.01"	"1actions.zil"	"2840"	"IBOAT-FUNCTION"	"TELL"	"With a "
"message.1actions.IBOAT-FUNCTION.2840.02"	"1actions.zil"	"2840"	"IBOAT-FUNCTION"	"TELL"	"? Surely you jest!"
"message.1actions.RIVR4-ROOM.2848.01"	"1actions.zil"	"2848"	"RIVR4-ROOM"	"TELL"	"You notice something funny about the feel of the buoy."
"message.1actions.SAND-FUNCTION.2861.01"	"1actions.zil"	"2861"	"SAND-FUNCTION"	"JIGS-UP"	"The hole collapses, smothering you."
"message.1actions.SAND-FUNCTION.2865.01"	"1actions.zil"	"2865"	"SAND-FUNCTION"	"TELL"	"You can see a scarab here in the sand."
"message.1actions.BDIGS.2872.01"	"1actions.zil"	"2872"	"BDIGS"	"TABLE"	"You seem to be digging a hole here."
"message.1actions.BDIGS.2873.01"	"1actions.zil"	"2873"	"BDIGS"	"TABLE"	"The hole is getting deeper, but that's about it."
"message.1actions.BDIGS.2874.01"	"1actions.zil"	"2874"	"BDIGS"	"TABLE"	"You are surrounded by a wall of sand on all sides."
"message.1actions.TREE-ROOM.2883.01"	"1actions.zil"	"2883"	"TREE-ROOM"	"TELL"	"You are about 10 feet above the ground nestled among some large\nbranches. The nearest branch above you is above your reach."
"message.1actions.TREE-ROOM.2887.01"	"1actions.zil"	"2887"	"TREE-ROOM"	"TELL"	"On the ground below you can see:  "
"message.1actions.TREE-ROOM.2889.01"	"1actions.zil"	"2889"	"TREE-ROOM"	"TELL"	"."
"message.1actions.TREE-ROOM.2900.01"	"1actions.zil"	"2900"	"TREE-ROOM"	"TELL"	"The nest falls to the ground, and the egg spills out of it, seriously\ndamaged."
"message.1actions.TREE-ROOM.2906.01"	"1actions.zil"	"2906"	"TREE-ROOM"	"TELL"	"The egg falls to the ground and springs open, seriously damaged."
"message.1actions.TREE-ROOM.2913.01"	"1actions.zil"	"2913"	"TREE-ROOM"	"TELL"	"The "
"message.1actions.TREE-ROOM.2913.02"	"1actions.zil"	"2913"	"TREE-ROOM"	"TELL"	" falls to the ground."
"message.1actions.TREE-ROOM.2916.01"	"1actions.zil"	"2916"	"TREE-ROOM"	"JIGS-UP"	"That was just a bit too far down."
"message.1actions.EGG-OBJECT.2922.01"	"1actions.zil"	"2922"	"EGG-OBJECT"	"TELL"	"The egg is already open."
"message.1actions.EGG-OBJECT.2924.01"	"1actions.zil"	"2924"	"EGG-OBJECT"	"TELL"	"You have neither the tools nor the expertise."
"message.1actions.EGG-OBJECT.2927.01"	"1actions.zil"	"2927"	"EGG-OBJECT"	"TELL"	"I doubt you could do that without damaging it."
"message.1actions.EGG-OBJECT.2933.01"	"1actions.zil"	"2933"	"EGG-OBJECT"	"TELL"	"The egg is now open, but the clumsiness of your attempt has seriously\ncompromised its esthetic appeal."
