"id"	"english"	"japanese"	"status"	"notes"	"source_file"	"line"	"routine"	"container"
"message.1actions.CHASM-PSEUDO.3197.01"	"It's too far to jump, and there's no bridge."	"遠すぎて飛び越せず、橋もない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3197"	"CHASM-PSEUDO"	"TELL"
"message.1actions.CHASM-PSEUDO.3200.01"	"The "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3200"	"CHASM-PSEUDO"	"TELL"
"message.1actions.CHASM-PSEUDO.3200.02"	" drops out of sight into the chasm."	"は深淵へ落ち、見えなくなった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3200"	"CHASM-PSEUDO"	"TELL"
"message.1actions.DOME-PSEUDO.3205.01"	"No."	"いやだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3205"	"DOME-PSEUDO"	"TELL"
"message.1actions.GATE-PSEUDO.3213.01"	"The gate is protected by an invisible force. It makes your\nteeth ache to touch it."	"門は見えない力に守られている。触れると歯がうずく。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3213"	"GATE-PSEUDO"	"TELL"
"message.1actions.DOOR-PSEUDO.3218.01"	"The door won't budge."	"扉はびくともしない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3218"	"DOOR-PSEUDO"	"TELL"
"message.1actions.PAINT-PSEUDO.3224.01"	"Some paint chips away, revealing more paint."	"塗料が少し剥がれ、その下からまた塗料が現れた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3224"	"PAINT-PSEUDO"	"TELL"
"message.1actions.GAS-PSEUDO.3228.01"	"There is too much gas to blow away."	"息で吹き払うにはガスが多すぎる。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3228"	"GAS-PSEUDO"	"TELL"
"message.1actions.GAS-PSEUDO.3230.01"	"It smells like coal gas in here."	"この辺りは石炭ガスの匂いがする。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3230"	"GAS-PSEUDO"	"TELL"
"message.1actions.VILLAIN-BLOW.3419.01"	"The "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3419"	"VILLAIN-BLOW"	"TELL"
"message.1actions.VILLAIN-BLOW.3420.01"	" slowly regains his feet."	"はゆっくり立ち上がった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3420"	"VILLAIN-BLOW"	"TELL"
"message.1actions.VILLAIN-BLOW.3473.01"	"Fortunately, you still have a "	"幸い、まだ"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3473"	"VILLAIN-BLOW"	"TELL"
"message.1actions.VILLAIN-BLOW.3473.02"	"."	"を持っている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3473"	"VILLAIN-BLOW"	"TELL"
"message.1actions.HERO-BLOW.3487.01"	"You are still recovering from that last blow, so your attack is\nineffective."	"前の一撃からまだ立ち直っていないため、攻撃は効かなかった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3487"	"HERO-BLOW"	"TELL"
"message.1actions.HERO-BLOW.3498.01"	"Well, you really did it that time. Is suicide painless?"	"今度こそ本当にやったな。自殺は苦しくなかったか？"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3498"	"HERO-BLOW"	"JIGS-UP"
"message.1actions.HERO-BLOW.3499.01"	"Attacking the "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3499"	"HERO-BLOW"	"TELL"
"message.1actions.HERO-BLOW.3499.02"	" is pointless."	"を攻撃しても無駄だ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3499"	"HERO-BLOW"	"TELL"
"message.1actions.HERO-BLOW.3503.01"	"The "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3503"	"HERO-BLOW"	"TELL"
"message.1actions.HERO-BLOW.3504.01"	"unconscious"	"意識を失った"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3504"	"HERO-BLOW"	"TELL"
"message.1actions.HERO-BLOW.3505.01"	"unarmed"	"武器を持たない"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3505"	"HERO-BLOW"	"TELL"
"message.1actions.HERO-BLOW.3506.01"	" "	" "	"format"	"日本語語順のため空文字"	"1actions.zil"	"3506"	"HERO-BLOW"	"TELL"
"message.1actions.HERO-BLOW.3507.01"	" cannot defend himself: He dies."	"は身を守れず、死んだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3507"	"HERO-BLOW"	"TELL"
"message.1actions.WINNER-RESULT.3561.01"	"It appears that that last blow was too much for you. I'm afraid you\nare dead."	"どうやら今の一撃は耐えられる限度を越えていたようだ。残念ながら、あなたは死んだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3561"	"WINNER-RESULT"	"JIGS-UP"
"message.1actions.VILLAIN-RESULT.3571.01"	"Almost as soon as the "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3571"	"VILLAIN-RESULT"	"TELL"
"message.1actions.VILLAIN-RESULT.3571.02"	" breathes his last breath, a cloud\nof sinister black fog envelops him, and when the fog lifts, the\ncarcass has disappeared."	"が息を引き取るや否や、不吉な黒い霧がその体を包み込んだ。霧が晴れると、死体は消えていた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3571"	"VILLAIN-RESULT"	"TELL"
"message.1actions.HERO-MELEE.3614.01"	"Your "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3614"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3614.02"	" misses the "	"による攻撃は"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3614"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3614.03"	" by an inch."	"のわずか1インチ横を外れた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3614"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3615.01"	"A good slash, but it misses the "	"鋭い斬撃だが、"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3615"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3615.02"	" by a mile."	"にはかすりもしなかった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3615"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3616.01"	"You charge, but the "	"突進したが、"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3616"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3616.02"	" jumps nimbly aside."	"は素早く横へ跳んだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3616"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3617.01"	"Clang! Crash! The "	"ガキン！　ガシャン！　"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3617"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3617.02"	" parries."	"が受け止めた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3617"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3618.01"	"A quick stroke, but the "	"素早い一撃だが、"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3618"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3618.02"	" is on guard."	"は身構えている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3618"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3619.01"	"A good stroke, but it's too slow; the "	"よい一撃だが遅すぎた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3619"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3619.02"	" dodges."	"は身をかわした。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3619"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3621.01"	"Your "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3621"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3621.02"	" crashes down, knocking the "	"が振り下ろされ、"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3621"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3621.03"	" into dreamland."	"を夢の世界へ送った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3621"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3622.01"	"The "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3622"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3622.02"	" is battered into unconsciousness."	"は殴られて意識を失った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3622"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3623.01"	"A furious exchange, and the "	"激しい攻防の末、"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3623"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3623.02"	" is knocked out!"	"は気絶した！"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3623"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3624.01"	"The haft of your "	"手にした"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3624"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3624.02"	" knocks out the "	"の柄が"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3624"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3624.03"	"."	"を打ち倒した。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3624"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3625.01"	"The "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3625"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3625.02"	" is knocked out!"	"は気絶した！"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3625"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3627.01"	"It's curtains for the "	"これで"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3627"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3627.02"	" as your "	"もおしまいだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3627"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3627.03"	" removes his head."	"がその首を刎ねた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3627"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3628.01"	"The fatal blow strikes the "	"致命の一撃が"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3628"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3628.02"	" square in the heart: He dies."	"の心臓を貫いた。相手は死んだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3628"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3629.01"	"The "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3629"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3629.02"	" takes a fatal blow and slumps to the floor dead."	"は致命傷を受け、床へ崩れ落ちて死んだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3629"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3631.01"	"The "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3631"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3631.02"	" is struck on the arm; blood begins to trickle down."	"は腕を斬られ、血が滴り始めた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3631"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3632.01"	"Your "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3632"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3632.02"	" pinks the "	"が"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3632"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3632.03"	" on the wrist, but it's not serious."	"の手首をかすめたが、深手ではない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3632"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3633.01"	"Your stroke lands, but it was only the flat of the blade."	"一撃は当たったが、刃の平らな面だった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3633"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3634.01"	"The blow lands, making a shallow gash in the "	"一撃が当たり、"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3634"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3634.02"	"'s arm!"	"の腕に浅い傷をつけた！"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3634"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3636.01"	"The "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3636"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3636.02"	" receives a deep gash in his side."	"は脇腹に深い傷を負った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3636"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3637.01"	"A savage blow on the thigh! The "	"太腿への猛烈な一撃！　"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3637"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3637.02"	" is stunned but can still fight!"	"はよろめいたが、まだ戦える！"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3637"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3638.01"	"Slash! Your blow lands! That one hit an artery, it could be serious!"	"ズバッ！　一撃が当たった！　動脈を切ったようだ。重傷かもしれない！"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3638"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3639.01"	"Slash! Your stroke connects! This could be serious!"	"ズバッ！　一撃が命中した！　これは重傷かもしれない！"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3639"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3641.01"	"The "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3641"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3641.02"	" is staggered, and drops to his knees."	"はよろめき、膝をついた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3641"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3642.01"	"The "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3642"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3642.02"	" is momentarily disoriented and can't fight back."	"は一時的に混乱し、反撃できない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3642"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3643.01"	"The force of your blow knocks the "	"一撃の勢いで"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3643"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3643.02"	" back, stunned."	"は後ろへ弾き飛ばされ、よろめいた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3643"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3644.01"	"The "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3644"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3644.02"	" is confused and can't fight back."	"は混乱し、反撃できない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3644"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3645.01"	"The quickness of your thrust knocks the "	"鋭い突きに押され、"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3645"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3645.02"	" back, stunned."	"はよろめきながら後退した。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3645"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3647.01"	"The "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"3647"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3647.02"	"'s weapon is knocked to the floor, leaving him unarmed."	"の武器は床へ弾き落とされ、相手は丸腰になった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3647"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3648.01"	"The "	"巧妙なフェイントで守りを抜き、"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3648"	"HERO-MELEE"	"LTABLE"
"message.1actions.HERO-MELEE.3648.02"	" is disarmed by a subtle feint past his guard."	"の武器を奪った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3648"	"HERO-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3657.01"	"The Cyclops misses, but the backwash almost knocks you over."	"サイクロプスの攻撃は外れたが、巻き起こった風圧だけで倒れそうになった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3657"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3658.01"	"The Cyclops rushes you, but runs into the wall."	"サイクロプスが突進してきたが、壁へ激突した。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3658"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3660.01"	"The Cyclops sends you crashing to the floor, unconscious."	"サイクロプスに床へ叩きつけられ、意識を失った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3660"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3662.01"	"The Cyclops breaks your neck with a massive smash."	"サイクロプスのすさまじい一撃が、あなたの首をへし折った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3662"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3664.01"	"A quick punch, but it was only a glancing blow."	"素早い拳だが、かすっただけだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3664"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3665.01"	"A glancing blow from the Cyclops' fist."	"サイクロプスの拳がかすめた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3665"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3667.01"	"The monster smashes his huge fist into your chest, breaking several\nribs."	"怪物の巨大な拳が胸へめり込み、肋骨が何本も折れた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3667"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3669.01"	"The Cyclops almost knocks the wind out of you with a quick punch."	"サイクロプスの素早い拳で、危うく息が止まりそうになった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3669"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3671.01"	"The Cyclops lands a punch that knocks the wind out of you."	"サイクロプスの拳がまともに入り、息ができなくなった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3671"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3672.01"	"Heedless of your weapons, the Cyclops tosses you against the rock\nwall of the room."	"こちらの武器など意にも介さず、サイクロプスはあなたを部屋の岩壁へ投げつけた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3672"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3675.01"	"The Cyclops grabs your "	"サイクロプスはあなたの"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3675"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3675.02"	", tastes it, and throws it to the\nground in disgust."	"をつかみ、味見をしてから、嫌そうに地面へ投げ捨てた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3675"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3677.01"	"The monster grabs you on the wrist, squeezes, and you drop your\n"	"怪物に手首をつかまれ、締め上げられた。痛みに耐えきれず、"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3677"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3678.01"	" in pain."	"を落とした。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3678"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3680.01"	"The Cyclops seems unable to decide whether to broil or stew his\ndinner."	"サイクロプスは夕食を焼くか煮込むか、決めかねているようだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3680"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.CYCLOPS-MELEE.3683.01"	"The Cyclops, no sportsman, dispatches his unconscious victim."	"スポーツマン精神などないサイクロプスは、意識を失った獲物へとどめを刺した。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3683"	"CYCLOPS-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3692.01"	"The troll swings his axe, but it misses."	"トロールが斧を振ったが、外れた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3692"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3693.01"	"The troll's axe barely misses your ear."	"トロールの斧が耳のすぐそばをかすめた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3693"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3694.01"	"The axe sweeps past as you jump aside."	"横へ跳ぶと、斧が目の前を薙ぎ払った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3694"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3695.01"	"The axe crashes against the rock, throwing sparks!"	"斧が岩へ激突し、火花が飛び散った！"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3695"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3697.01"	"The flat of the troll's axe hits you delicately on the head, knocking\nyou out."	"トロールの斧の腹が、実に優しく頭へ当たり、あなたは気絶した。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3697"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3700.01"	"The troll neatly removes your head."	"トロールは鮮やかな手並みであなたの首を刎ねた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3700"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3701.01"	"The troll's axe stroke cleaves you from the nave to the chops."	"トロールの斧は、あなたをへそから顎まで真っ二つにした。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3701"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3702.01"	"The troll's axe removes your head."	"トロールの斧があなたの首を刎ねた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3702"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3704.01"	"The axe gets you right in the side. Ouch!"	"斧が脇腹へまともに入った。痛い！"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3704"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3705.01"	"The flat of the troll's axe skins across your forearm."	"トロールの斧の腹が前腕をかすり、皮膚を削いだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3705"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3706.01"	"The troll's swing almost knocks you over as you barely parry\nin time."	"ぎりぎりで受け止めたが、トロールの一振りで倒れそうになった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3706"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3708.01"	"The troll swings his axe, and it nicks your arm as you dodge."	"トロールが斧を振り、身をかわしたあなたの腕をかすめた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3708"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3710.01"	"The troll charges, and his axe slashes you on your "	"トロールが突進し、斧であなたの"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3710"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3710.02"	" arm."	"を持つ腕を切りつけた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3710"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3711.01"	"An axe stroke makes a deep wound in your leg."	"斧の一撃が脚へ深い傷をつけた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3711"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3712.01"	"The troll's axe swings down, gashing your shoulder."	"トロールの斧が振り下ろされ、肩を深く切り裂いた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3712"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3714.01"	"The troll hits you with a glancing blow, and you are momentarily\nstunned."	"トロールの一撃がかすめ、一時的に目がくらんだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3714"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3716.01"	"The troll swings; the blade turns on your armor but crashes\nbroadside into your head."	"トロールが斧を振った。刃は防具に弾かれたが、その腹が頭を強打した。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3716"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3718.01"	"You stagger back under a hail of axe strokes."	"斧の雨に押され、よろめきながら後退した。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3718"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3719.01"	"The troll's mighty blow drops you to your knees."	"トロールの強烈な一撃で膝をついた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3719"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3721.01"	"The axe hits your "	"斧があなたの"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3721"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3721.02"	" and knocks it spinning."	"を打ち、回転させながら弾き飛ばした。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3721"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3722.01"	"The troll swings, you parry, but the force of his blow knocks your "	"トロールが斧を振り、こちらは受け止めた。しかし一撃の勢いで"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3722"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3722.02"	" away."	"を弾き飛ばされた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3722"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3723.01"	"The axe knocks your "	"斧があなたの"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3723"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3723.02"	" out of your hand. It falls to the floor."	"を手から弾き落とした。それは床へ落ちた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3723"	"TROLL-MELEE"	"LTABLE"
"message.1actions.TROLL-MELEE.3725.01"	"The troll hesitates, fingering his axe."	"トロールは斧をいじりながら、ためらっている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"3725"	"TROLL-MELEE"	"LTABLE"
