"id"	"english"	"japanese"	"status"	"notes"	"source_file"	"line"	"room"	"property"
"room.SMELLY-ROOM.DESC"	"Smelly Room"	"悪臭の部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2469"	"SMELLY-ROOM"	"DESC"
"room.GAS-ROOM.LDESC"	"This is a small room which smells strongly of coal gas. There is a\nshort climb up some stairs and a narrow tunnel leading east."	"ここは石炭ガスの強い臭いがする小部屋だ。短い階段を上る道と、東へ続く細いトンネルがある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2479"	"GAS-ROOM"	"LDESC"
"room.GAS-ROOM.DESC"	"Gas Room"	"ガスの部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2481"	"GAS-ROOM"	"DESC"
"room.LADDER-TOP.LDESC"	"This is a very small room. In the corner is a rickety wooden\nladder, leading downward. It might be safe to descend. There is\nalso a staircase leading upward."	"ここはとても小さな部屋だ。隅には壊れかけた木のはしごがあり、下へ続いている。降りても大丈夫かもしれない。上へ続く階段もある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2492"	"LADDER-TOP"	"LDESC"
"room.LADDER-TOP.DESC"	"Ladder Top"	"はしごの上"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2495"	"LADDER-TOP"	"DESC"
"room.LADDER-BOTTOM.LDESC"	"This is a rather wide room. On one side is the bottom of a\nnarrow wooden ladder. To the west and the south are passages\nleaving the room."	"ここはやや広い部屋だ。片側には細い木のはしごの下端がある。西と南には部屋を出る通路がある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2504"	"LADDER-BOTTOM"	"LDESC"
"room.LADDER-BOTTOM.DESC"	"Ladder Bottom"	"はしごの下"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2507"	"LADDER-BOTTOM"	"DESC"
"room.DEAD-END-5.DESC"	"Dead End"	"行き止まり"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2516"	"DEAD-END-5"	"DESC"
"room.DEAD-END-5.LDESC"	"You have come to a dead end in the mine."	"炭鉱の行き止まりだ。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2517"	"DEAD-END-5"	"LDESC"
"room.TIMBER-ROOM.LDESC"	"This is a long and narrow passage, which is cluttered with broken\ntimbers. A wide passage comes from the east and turns at the\nwest end of the room into a very narrow passageway. From the west\ncomes a strong draft."	"ここは長く細い通路で、折れた坑木が散乱している。東から来た広い通路は部屋の西端で折れ、非常に細い通路になっている。西からは強い風が吹いてくる。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2524"	"TIMBER-ROOM"	"LDESC"
"room.TIMBER-ROOM.DESC"	"Timber Room"	"坑木の部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2528"	"TIMBER-ROOM"	"DESC"
"room.TIMBER-ROOM.WEST"	"You cannot fit through this passage with that load."	"その荷物を持ったままでは、この通路を通れない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2532"	"TIMBER-ROOM"	"WEST"
"room.LOWER-SHAFT.LDESC"	"This is a small drafty room in which is the bottom of a long\nshaft. To the south is a passageway and to the east a very narrow\npassage. In the shaft can be seen a heavy iron chain."	"ここは風の吹き込む小部屋で、長い縦穴の底にあたる。南には通路、東には非常に細い通路がある。縦穴には重い鉄の鎖が見える。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2539"	"LOWER-SHAFT"	"LDESC"
"room.LOWER-SHAFT.DESC"	"Drafty Room"	"風の吹く部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2542"	"LOWER-SHAFT"	"DESC"
"room.LOWER-SHAFT.OUT"	"You cannot fit through this passage with that load."	"その荷物を持ったままでは、この通路を通れない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2546"	"LOWER-SHAFT"	"OUT"
"room.LOWER-SHAFT.EAST"	"You cannot fit through this passage with that load."	"その荷物を持ったままでは、この通路を通れない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2549"	"LOWER-SHAFT"	"EAST"
"room.MACHINE-ROOM.DESC"	"Machine Room"	"機械室"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2556"	"MACHINE-ROOM"	"DESC"
"room.MINE-1.LDESC"	"This is a nondescript part of a coal mine."	"ここは何の変哲もない炭鉱の一角だ。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2567"	"MINE-1"	"LDESC"
"room.MINE-1.DESC"	"Coal Mine"	"炭鉱"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2568"	"MINE-1"	"DESC"
"room.MINE-2.LDESC"	"This is a nondescript part of a coal mine."	"ここは何の変哲もない炭鉱の一角だ。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2576"	"MINE-2"	"LDESC"
"room.MINE-2.DESC"	"Coal Mine"	"炭鉱"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2577"	"MINE-2"	"DESC"
"room.MINE-3.LDESC"	"This is a nondescript part of a coal mine."	"ここは何の変哲もない炭鉱の一角だ。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2585"	"MINE-3"	"LDESC"
"room.MINE-3.DESC"	"Coal Mine"	"炭鉱"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2586"	"MINE-3"	"DESC"
"room.MINE-4.LDESC"	"This is a nondescript part of a coal mine."	"ここは何の変哲もない炭鉱の一角だ。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2594"	"MINE-4"	"LDESC"
"room.MINE-4.DESC"	"Coal Mine"	"炭鉱"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2595"	"MINE-4"	"DESC"
"room.SLIDE-ROOM.LDESC"	"This is a small chamber, which appears to have been part of a\ncoal mine. On the south wall of the chamber the letters ""Granite\nWall"" are etched in the rock. To the east is a long passage, and\nthere is a steep metal slide twisting downward. To the north is\na small opening."	"ここは炭鉱の一部だったらしい小部屋だ。南の壁には「花崗岩の壁」という文字が刻まれている。東には長い通路があり、急な金属製の滑り台がねじれながら下へ続いている。北には小さな穴がある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2604"	"SLIDE-ROOM"	"LDESC"
"room.SLIDE-ROOM.DESC"	"Slide Room"	"滑り台の部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2609"	"SLIDE-ROOM"	"DESC"
